trees,processes,time,SpeedUp,Efficiency
3,2,0.011,0.7272727272727273,0.36363636363636365
6,2,0.011,0.6363636363636364,0.3181818181818182
15,2,0.029,1.103448275862069,0.5517241379310345
20,2,0.531,1.8512241054613934,0.9256120527306967
25,2,19.249,1.9501272793391864,0.9750636396695932
27,2,78.618,1.908888549695998,0.954444274847999
